C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_28_185.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_28_185.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_28_185.jpg, 0, 0, 0, 7.768773E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_28_841.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_28_841.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_28_841.jpg, 0, 0, 0, 7.849334E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_29_124.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_29_124.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_29_124.jpg, 0, 0, 0, 7.753142E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_29_413.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_29_413.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_29_413.jpg, 0, 0, 0, 7.990994E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_29_679.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_29_679.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_29_679.jpg, 0, 0, 0, 7.78432E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_30_030.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_30_030.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_30_030.jpg, 0, 0, 0, 7.775009E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_30_318.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_30_318.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_30_318.jpg, 0, 0, 0, 7.815587E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_30_658.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_30_658.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_30_658.jpg, 0, 0, 0, 7.829113E-05
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_30_924.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_30_924.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_30_924.jpg, 0, 0.6908298, 0, 1.7511
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_31_269.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_31_269.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_31_269.jpg, 0, 1, 0, 5.694177
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_31_437.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_31_437.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_31_437.jpg, 0, 1, 0, 7.754946
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_31_668.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_31_668.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_31_668.jpg, 0, 0.3058147, 0, 8.441484
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_31_913.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_31_913.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_31_913.jpg, -0.729718, 0, 0, 7.929717
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_32_124.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_32_124.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_32_124.jpg, -0.09347129, 0, 0, 7.698021
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_32_460.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_32_460.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_32_460.jpg, 0, 0, 0, 7.436285
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_32_696.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_32_696.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_32_696.jpg, 0, 0, 0, 7.2731
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_32_947.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_32_947.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_32_947.jpg, 0, 0, 0, 7.08485
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_33_185.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_33_185.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_33_185.jpg, 0, 0.717072, 0, 8.939926
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_33_441.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_33_441.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_33_441.jpg, -0.7635219, 0, 0, 8.370454
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_33_709.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_33_709.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_33_709.jpg, 0, 0, 0, 8.035706
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_33_950.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_33_950.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_33_950.jpg, 0, 0, 0, 7.843506
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_34_221.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_34_221.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_34_221.jpg, 0, 0, 0, 7.625124
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_34_432.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_34_432.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_34_432.jpg, 0, 0, 0, 7.472871
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_34_712.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_34_712.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_34_712.jpg, 0, 0.8309685, 0, 9.998516
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_34_925.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_34_925.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_34_925.jpg, -0.6430338, 0.1879347, 0, 10.02745
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_35_192.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_35_192.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_35_192.jpg, 0, 0, 0, 9.687259
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_35_462.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_35_462.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_35_462.jpg, 0, 0, 0, 9.413616
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_35_757.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_35_757.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_35_757.jpg, 0, 0, 0, 9.145512
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_36_002.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_36_002.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_36_002.jpg, 0, 0.7371336, 0, 11.14843
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_36_209.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_36_209.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_36_209.jpg, -0.6203091, 0.1168245, 0, 10.96014
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_36_489.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_36_489.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_36_489.jpg, 0, 0, 0, 10.57499
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_36_704.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_36_704.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_36_704.jpg, 0, 0, 0, 10.33728
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_36_976.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_36_976.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_36_976.jpg, 0, 0, 0, 10.06338
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_37_195.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_37_195.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_37_195.jpg, -0.6547278, 0, 0, 9.534299
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_37_480.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_37_480.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_37_480.jpg, -1, 0, 0, 9.015372
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_37_758.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_37_758.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_37_758.jpg, -0.1571224, 0, 0, 8.656873
C:\Users\arafat\Desktop\Data\IMG\center_2021_06_28_03_42_38_046.jpg, C:\Users\arafat\Desktop\Data\IMG\left_2021_06_28_03_42_38_046.jpg, C:\Users\arafat\Desktop\Data\IMG\right_2021_06_28_03_42_38_046.jpg, 0, 0, 0, 8.395817
